locationame,lat,lon,stationid,time,elev,hour_12,hour_24,hour_3,hour_6,min_10,now,rain,latest_2days,latest_3days,attribute,city,city_sn,town,town_sn
清水,24.3140,120.5541,C0F9P0,2023-05-01T04:50:00+08:00,26.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺中市,02,清水區,112
清水,24.6167,121.6291,01U790,2023-05-01T04:50:00+08:00,268.00,0.00,2.00,-998.00,-998.00,-998.00,0.00,-998.00,8.00,9.00,水利署第1河川局,宜蘭縣,07,大同鄉,081
清水斷崖,24.2201,121.6810,C0Z310,2023-05-01T04:50:00+08:00,59.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,24.50,局屬無人測站,花蓮縣,21,秀林鄉,108
清水林,24.0733,120.8122,C1F9J1,2023-05-01T04:50:00+08:00,723.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺中市,02,太平區,130
清水林道,23.2730,121.1802,C0Z320,2023-05-01T04:50:00+08:00,646.00,3.50,5.00,-998.00,-998.00,-998.00,0.00,-998.00,5.00,5.00,局屬無人測站,花蓮縣,21,卓溪鄉,207
清泉,24.5749,121.0953,01D110,2023-05-01T04:50:00+08:00,560.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第2河川局,新竹縣,10,五峰鄉,089
清流,24.0828,120.9547,C1H900,2023-05-01T04:50:00+08:00,934.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,南投縣,13,仁愛鄉,122
清流(1),24.0681,120.9452,01H720,2023-05-01T04:50:00+08:00,415.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第3河川局,南投縣,13,仁愛鄉,122
湖內,22.8889,120.2364,C0V640,2023-05-01T04:50:00+08:00,35.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,湖內區,285
湖口,24.9066,121.0354,C0D650,2023-05-01T04:50:00+08:00,97.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,新竹縣,10,湖口鄉,059
湖田國小,25.1704,121.5307,A1A9S0,2023-05-01T04:50:00+08:00,699.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,北市府水利處,臺北市,01,北投區,006
溝坪,22.9924,120.5009,O1V810,2023-05-01T04:50:00+08:00,65.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第7河川局,高雄市,05,內門區,270
溪南(特),23.0868,120.7804,C1V580,2023-05-01T04:50:00+08:00,1656.00,1.50,1.50,-998.00,-998.00,-998.00,0.00,-998.00,1.50,1.50,局屬無人測站,高雄市,05,桃源區,353
溪口,23.6059,120.3954,C0M660,2023-05-01T04:50:00+08:00,40.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,嘉義縣,17,溪口鄉,205
溪口(3),23.5893,120.3919,01M010,2023-05-01T04:50:00+08:00,17.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第5河川局,嘉義縣,17,溪口鄉,205
溪口國小,23.8215,121.4652,81T850,2023-05-01T04:50:00+08:00,116.00,0.00,11.00,-998.00,-998.00,-998.00,0.00,-998.00,11.00,28.50,農委會水土保持局,花蓮縣,21,壽豐鄉,161
溪口農場,23.5874,120.4000,G2M350,2023-05-01T04:50:00+08:00,26.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,嘉義縣,17,溪口鄉,205
溪埔,22.7403,120.4386,C0V350,2023-05-01T04:50:00+08:00,36.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,-999.00,局屬無人測站,高雄市,05,大樹區,300
溪山里,25.1387,121.5807,A1AC90,2023-05-01T04:50:00+08:00,453.00,0.00,0.50,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,北市府大地工程處,臺北市,01,士林區,007
溪州,23.8533,120.4909,C0G720,2023-05-01T04:50:00+08:00,50.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,彰化縣,14,溪州鄉,174
溪湖,23.9518,120.4711,C0G660,2023-05-01T04:50:00+08:00,27.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,彰化縣,14,溪湖鎮,157
溪頭,23.6631,120.7992,C1I101,2023-05-01T04:50:00+08:00,1810.00,0.50,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,局屬無人測站,南投縣,13,鹿谷鄉,183
溫寮,24.3739,120.5750,C0FA20,2023-05-01T04:50:00+08:00,26.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺中市,02,大安區,107
滿州,22.0262,120.8319,C0R780,2023-05-01T04:50:00+08:00,72.00,0.50,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,局屬無人測站,屏東縣,20,滿州鄉,348
潭子,24.2148,120.6958,C0F9O0,2023-05-01T04:50:00+08:00,175.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺中市,02,潭子區,123
潮州,22.5361,120.5320,C0R220,2023-05-01T04:50:00+08:00,23.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,潮州鎮,332
澎湖,23.5672,119.5550,467350,2023-05-01T04:50:00+08:00,10.70,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,中央氣象局,澎湖縣,23,馬公市,212
澳底,25.0589,121.9190,C0AJ10,2023-05-01T04:50:00+08:00,20.00,0.00,4.50,-998.00,-998.00,-998.00,0.00,-998.00,13.00,13.00,局屬無人測站,新北市,06,貢寮區,027
瀨頭,23.4065,120.6422,81M710,2023-05-01T04:50:00+08:00,1055.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,嘉義縣,17,番路鄉,220
火炎山,24.3578,120.7211,81E880,2023-05-01T04:50:00+08:00,210.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,苗栗縣,11,三義鄉,106
火燒寮,24.9829,121.7411,01A200,2023-05-01T04:50:00+08:00,380.00,0.00,7.00,-998.00,-998.00,-998.00,0.00,-998.00,11.00,11.00,水利署第10河川局,新北市,06,平溪區,029
火燒寮,25.0044,121.7346,C0A650,2023-05-01T04:50:00+08:00,287.00,0.00,1.50,-998.00,-998.00,-998.00,0.00,-998.00,3.50,3.50,局屬無人測站,新北市,06,平溪區,029
烏日,24.1088,120.6159,C0F9S0,2023-05-01T04:50:00+08:00,43.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺中市,02,烏日區,137
烏石坑,24.2753,120.9394,C0FA00,2023-05-01T04:50:00+08:00,983.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺中市,02,和平區,104
熊空山,24.8774,121.4438,01AG10,2023-05-01T04:50:00+08:00,778.00,1.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,水利署第10河川局,新北市,06,三峽區,057
牛鬥,24.6394,121.5653,C1U501,2023-05-01T04:50:00+08:00,280.00,0.50,2.50,-998.00,-998.00,-998.00,0.00,-998.00,4.00,14.50,局屬無人測站,宜蘭縣,07,大同鄉,081
牡丹,22.1318,120.7846,C0R340,2023-05-01T04:50:00+08:00,230.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.50,局屬無人測站,屏東縣,20,牡丹鄉,347
牡丹,22.1774,120.8287,01Q860,2023-05-01T04:50:00+08:00,320.00,2.00,3.00,-998.00,-998.00,-998.00,0.00,-998.00,3.00,3.00,水利署第7河川局,屏東縣,20,牡丹鄉,347
牡丹池山,22.1702,120.8332,C0R840,2023-05-01T04:50:00+08:00,536.00,3.00,4.00,0.00,0.50,0.00,0.00,0.00,4.00,4.50,局屬無人測站,屏東縣,20,牡丹鄉,347
獅子,22.2034,120.6972,C0R740,2023-05-01T04:50:00+08:00,58.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,獅子鄉,344
獅潭,24.5410,120.9120,C0E820,2023-05-01T04:50:00+08:00,220.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,苗栗縣,11,獅潭鄉,095
獨立山,23.5386,120.5994,C1M480,2023-05-01T04:50:00+08:00,840.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,嘉義縣,17,竹崎鄉,215
玉井,23.1278,120.4525,C0O930,2023-05-01T04:50:00+08:00,69.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,玉井區,254
玉山,23.4894,120.9514,467550,2023-05-01T04:50:00+08:00,3844.80,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,中央氣象局,南投縣,13,信義鄉,175
玉峰,24.6667,121.3000,21D150,2023-05-01T04:50:00+08:00,780.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,石門水庫,新竹縣,10,尖石鄉,077
玉峰國小,23.8074,120.8295,81H930,2023-05-01T04:50:00+08:00,284.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,南投縣,13,水里鄉,168
玉成,25.0540,121.5743,A1AB40,2023-05-01T04:50:00+08:00,27.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,北市府水利處,臺北市,01,南港區,035
玉蘭,24.6772,121.5789,C0U650,2023-05-01T04:50:00+08:00,442.00,1.50,6.50,-998.00,-998.00,-998.00,0.00,-998.00,11.00,18.50,局屬無人測站,宜蘭縣,07,大同鄉,081
玉里,23.3233,121.3316,C0Z061,2023-05-01T04:50:00+08:00,174.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,花蓮縣,21,玉里鎮,221
王功漁港,23.9700,120.3177,CAG100,2023-05-01T04:50:00+08:00,7.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,彰化縣,14,芳苑鄉,149
王爺宮,23.2238,120.3928,C0O840,2023-05-01T04:50:00+08:00,134.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,六甲區,243
王爺宮,23.2239,120.3923,01O750,2023-05-01T04:50:00+08:00,130.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第6河川局,臺南市,04,六甲區,243
珊珠湖,24.6888,120.9521,01E240,2023-05-01T04:50:00+08:00,45.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第2河川局,苗栗縣,11,頭份市,085
琉球嶼,22.3340,120.3542,C0R270,2023-05-01T04:50:00+08:00,51.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,琉球鄉,345
瑞北國小,23.5274,121.3680,81T890,2023-05-01T04:50:00+08:00,103.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,14.50,農委會水土保持局,花蓮縣,21,瑞穗鄉,209
瑞和,22.9761,121.1486,C0SA40,2023-05-01T04:50:00+08:00,200.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.50,局屬無人測站,臺東縣,22,鹿野鄉,274
瑞岩,24.1256,121.1750,C1H860,2023-05-01T04:50:00+08:00,1840.00,1.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,局屬無人測站,南投縣,13,仁愛鄉,122
瑞穗,23.5257,121.3821,C0Z210,2023-05-01T04:50:00+08:00,126.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,1.50,10.00,局屬無人測站,花蓮縣,21,瑞穗鄉,209
瑞穗林道,23.4946,121.2988,C0Z250,2023-05-01T04:50:00+08:00,1124.00,1.50,3.50,0.00,0.50,0.00,0.00,0.00,6.00,10.50,局屬無人測站,花蓮縣,21,卓溪鄉,207
瑞芳,25.1149,121.7926,C0A660,2023-05-01T04:50:00+08:00,97.00,0.00,8.50,-998.00,-998.00,-998.00,0.00,-998.00,16.00,19.00,局屬無人測站,新北市,06,瑞芳區,018
瑞芳(2),25.1122,121.7951,01A380,2023-05-01T04:50:00+08:00,101.00,0.00,8.00,-998.00,-998.00,-998.00,0.00,-998.00,14.00,17.00,水利署第10河川局,新北市,06,瑞芳區,018
瑞里,23.5469,120.6670,C1M620,2023-05-01T04:50:00+08:00,1252.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,嘉義縣,17,梅山鄉,210
瑪家,22.6847,120.6789,C0R140,2023-05-01T04:50:00+08:00,740.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,瑪家鄉,308
環湖,23.1500,120.4103,C1O850,2023-05-01T04:50:00+08:00,44.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,大內區,252
田中,23.8756,120.5732,467270,2023-05-01T04:50:00+08:00,42.20,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,中央氣象局,彰化縣,14,田中鎮,170
田埔分校,24.6432,121.2704,81D670,2023-05-01T04:50:00+08:00,110.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,新竹縣,10,尖石鄉,077
田寮,25.2716,121.4804,C0AJ70,2023-05-01T04:50:00+08:00,21.00,0.00,0.50,-998.00,-998.00,-998.00,0.00,-998.00,3.00,3.00,局屬無人測站,新北市,06,三芝區,002
甲仙,23.0817,120.5825,C0V250,2023-05-01T04:50:00+08:00,298.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,甲仙區,251
甲仙,23.0892,120.5679,F1V860,2023-05-01T04:50:00+08:00,531.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會林務局,高雄市,05,甲仙區,251
甲仙(2),23.0856,120.5796,01P660,2023-05-01T04:50:00+08:00,355.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第7河川局,高雄市,05,甲仙區,251
留公國中,25.0390,121.5774,A1AA60,2023-05-01T04:50:00+08:00,32.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,北市府水利處,臺北市,01,信義區,038
留茂安,24.5336,121.4431,01U070,2023-05-01T04:50:00+08:00,585.00,0.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,2.00,水利署第1河川局,宜蘭縣,07,大同鄉,081
畜試所,23.0607,120.3283,B2N890,2023-05-01T04:50:00+08:00,31.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,臺南市,04,新化區,267
番路,23.4664,120.5460,C0M720,2023-05-01T04:50:00+08:00,225.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,嘉義縣,17,番路鄉,220
白冷,24.1844,120.9217,C1F9C1,2023-05-01T04:50:00+08:00,610.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺中市,02,和平區,104
白嶺,24.5296,121.5108,C0UA30,2023-05-01T04:50:00+08:00,1397.00,0.00,3.00,-998.00,-998.00,-998.00,0.00,-998.00,5.00,10.00,局屬無人測站,宜蘭縣,07,大同鄉,081
白布帆,24.3000,120.8977,81E870,2023-05-01T04:50:00+08:00,496.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,苗栗縣,11,卓蘭鎮,109
白毛台,24.1600,120.8789,C1F9D1,2023-05-01T04:50:00+08:00,639.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺中市,02,新社區,119
白沙灣,25.2849,121.5108,C0AI20,2023-05-01T04:50:00+08:00,25.00,0.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,2.00,2.00,局屬無人測站,新北市,06,石門區,001
白河,23.3492,120.4063,C0X210,2023-05-01T04:50:00+08:00,38.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,白河區,228
白石,24.5500,121.2167,21D160,2023-05-01T04:50:00+08:00,1620.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,石門水庫,新竹縣,10,尖石鄉,077
白蘭,24.5811,121.0718,C1D410,2023-05-01T04:50:00+08:00,1290.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,新竹縣,10,五峰鄉,089
白鷺,22.4561,120.6582,C0R820,2023-05-01T04:50:00+08:00,588.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,來義鄉,331
知本,22.6867,120.9976,C0S700,2023-05-01T04:50:00+08:00,507.00,1.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,局屬無人測站,臺東縣,22,卑南鄉,289
知本(5),22.6927,120.9910,01S210,2023-05-01T04:50:00+08:00,173.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第8河川局,臺東縣,22,卑南鄉,289
石城,24.9822,121.9430,C0UA90,2023-05-01T04:50:00+08:00,5.00,0.50,10.00,-998.00,-998.00,-998.00,0.00,-998.00,17.50,26.50,局屬無人測站,宜蘭縣,07,頭城鎮,051
石寧山,23.2256,121.3985,C0S940,2023-05-01T04:50:00+08:00,150.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺東縣,22,長濱鄉,227
石岡,24.2778,120.7695,C0F0B0,2023-05-01T04:50:00+08:00,311.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺中市,02,石岡區,116
石梯坪,23.4849,121.5033,81T880,2023-05-01T04:50:00+08:00,13.00,0.50,1.00,-998.00,-998.00,-998.00,0.00,-998.00,1.50,4.50,農委會水土保持局,花蓮縣,21,豐濱鄉,188
石牌,25.1173,121.5048,C0AI40,2023-05-01T04:50:00+08:00,12.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺北市,01,北投區,006
石碇,24.9958,121.6546,C0A640,2023-05-01T04:50:00+08:00,241.00,0.00,0.50,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,局屬無人測站,新北市,06,石碇區,040
石碇(2),24.9934,121.6497,01A130,2023-05-01T04:50:00+08:00,250.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第10河川局,新北市,06,石碇區,040
石碇服務區,25.0105,121.6380,C1A750,2023-05-01T04:50:00+08:00,92.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,新北市,06,石碇區,040
石磐龍,23.4981,120.6550,C1M610,2023-05-01T04:50:00+08:00,1083.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,嘉義縣,17,竹崎鄉,215
石門,22.1282,120.7664,01Q870,2023-05-01T04:50:00+08:00,87.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第7河川局,屏東縣,20,牡丹鄉,347
石門,24.8111,121.2403,21C050,2023-05-01T04:50:00+08:00,255.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,石門水庫,桃園市,08,龍潭區,062
石門,25.2755,121.5930,C0AJ40,2023-05-01T04:50:00+08:00,154.00,0.00,0.50,-998.00,-998.00,-998.00,0.00,-998.00,2.00,2.50,局屬無人測站,新北市,06,石門區,001
石門山,22.1167,120.7417,C1R290,2023-05-01T04:50:00+08:00,260.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,牡丹鄉,347
石門後池,24.8262,121.2432,01C400,2023-05-01T04:50:00+08:00,142.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第10河川局,桃園市,08,龍潭區,062
硬漢嶺,25.1379,121.4181,CAAH70,2023-05-01T04:50:00+08:00,607.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,新北市,06,八里區,009
碧湖,24.8927,121.7374,01A190,2023-05-01T04:50:00+08:00,360.00,0.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,2.00,2.00,水利署第10河川局,新北市,06,坪林區,053
碧湖,24.8944,121.7375,L1A800,2023-05-01T04:50:00+08:00,386.00,0.00,1.50,-998.00,-998.00,-998.00,0.00,-998.00,2.00,3.00,翡翠水庫,新北市,06,坪林區,053
碧湖國小,25.0865,121.5835,A1AA40,2023-05-01T04:50:00+08:00,33.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,北市府水利處,臺北市,01,內湖區,021
礁溪,24.8193,121.7574,C0U600,2023-05-01T04:50:00+08:00,10.00,0.00,1.50,-998.00,-998.00,-998.00,0.00,-998.00,3.00,4.00,局屬無人測站,宜蘭縣,07,礁溪鄉,065
社后橋,25.0651,121.6256,01AG00,2023-05-01T04:50:00+08:00,13.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第10河川局,新北市,06,汐止區,014
社子,25.1114,121.4614,C0A980,2023-05-01T04:50:00+08:00,11.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺北市,01,士林區,007
社頭,23.8994,120.5781,C0G860,2023-05-01T04:50:00+08:00,45.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,彰化縣,14,社頭鄉,163
神山,22.7508,120.7202,O1S690,2023-05-01T04:50:00+08:00,725.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第7河川局,屏東縣,20,霧臺鄉,292
神岡,24.2742,120.6503,C0F9I0,2023-05-01T04:50:00+08:00,194.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺中市,02,神岡區,114
神木,23.5300,120.8486,81I530,2023-05-01T04:50:00+08:00,1179.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,南投縣,13,信義鄉,175
神木村,23.5345,120.8356,C0H9A0,2023-05-01T04:50:00+08:00,1595.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,南投縣,13,信義鄉,175
福寶,24.0460,120.3732,C0G960,2023-05-01T04:50:00+08:00,5.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,彰化縣,14,福興鄉,145
福山,24.7783,121.4946,C0A560,2023-05-01T04:50:00+08:00,405.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,新北市,06,烏來區,061
福山(3),24.7816,121.4892,01A430,2023-05-01T04:50:00+08:00,500.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,水利署第10河川局,新北市,06,烏來區,061
福山植物園,24.7625,121.5731,C0AH90,2023-05-01T04:50:00+08:00,660.00,0.50,3.00,-998.00,-998.00,-998.00,0.00,-998.00,3.50,4.00,局屬無人測站,新北市,06,烏來區,061
福州山,25.0187,121.5461,A1AG60,2023-05-01T04:50:00+08:00,122.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,北市府大地工程處,臺北市,01,大安區,039
福德,25.1012,121.5207,A1AB60,2023-05-01T04:50:00+08:00,14.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,北市府水利處,臺北市,01,士林區,007
福興,24.0430,120.4295,C0G770,2023-05-01T04:50:00+08:00,15.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,彰化縣,14,福興鄉,145
福隆,25.0192,121.9342,C0A880,2023-05-01T04:50:00+08:00,6.00,0.00,5.50,-998.00,-998.00,-998.00,0.00,-998.00,14.00,17.50,局屬無人測站,新北市,06,貢寮區,027
福龜國小,24.0133,120.8143,81H950,2023-05-01T04:50:00+08:00,254.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,南投縣,13,國姓鄉,139
秀水,24.0359,120.4957,C0G780,2023-05-01T04:50:00+08:00,27.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,彰化縣,14,秀水鄉,144
科教館,25.0981,121.5083,C0A770,2023-05-01T04:50:00+08:00,60.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺北市,01,士林區,007
稍來,24.2675,120.9930,C1F891,2023-05-01T04:50:00+08:00,2205.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺中市,02,和平區,104
種苗繁殖,24.2277,120.7928,K2F750,2023-05-01T04:50:00+08:00,470.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,臺中市,02,新社區,119
稻香里,25.1498,121.4757,A1AG30,2023-05-01T04:50:00+08:00,160.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,北市府大地工程處,臺北市,01,北投區,006
立山,23.4319,121.3045,01T230,2023-05-01T04:50:00+08:00,180.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第9河川局,花蓮縣,21,卓溪鄉,207
立山,23.4450,121.3192,C1Z040,2023-05-01T04:50:00+08:00,434.00,0.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,1.50,1.50,局屬無人測站,花蓮縣,21,卓溪鄉,207
竹南,24.7108,120.8808,C0E420,2023-05-01T04:50:00+08:00,19.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,苗栗縣,11,竹南鎮,079
竹圍,25.1145,121.2316,C0C720,2023-05-01T04:50:00+08:00,21.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,桃園市,08,大園區,019
竹坑,22.1402,120.6941,C0R900,2023-05-01T04:50:00+08:00,30.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,車城鄉,349
竹塘,23.8500,120.3786,C0G940,2023-05-01T04:50:00+08:00,21.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,彰化縣,14,竹塘鄉,172
竹子湖,25.1641,121.5358,01A420,2023-05-01T04:50:00+08:00,600.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第10河川局,臺北市,01,士林區,007
